,name,position,height,weight,experience,country
11,Ronnie Brewer,Shooting Guard and Small Forward,201,99,8,Oregon
12,Primož Brezec,Center,218,114,8,Slovenia
13,Frankie Brian,Shooting Guard and Point Guard,185,81,7,Louisiana
14,Frank Brickowski,Center,206,108,12,New York
15,Junior Bridgeman,Small Forward and Shooting Guard,196,95,12,Indiana
16,Bill Bridges,Power Forward,198,103,13,New Mexico
17,Mikal Bridges,Small Forward,198,94,2,Pennsylvania
18,Miles Bridges,Small Forward and Power Forward,198,102,2,Michigan
19,Al Brightman,Forward,188,88,1,California
20,Amida Brimah,Center,208,104,0,Ghana
21,Aud Brindley,Forward,193,79,1,New York
22,Isaiah Briscoe,Point Guard,190,97,1,New Jersey
23,John Brisker,Small Forward and Shooting Guard,196,95,6,Michigan
24,Oshae Brissett,Small Forward,201,95,1,Canada
25,Allan Bristow,Small Forward,201,95,10,Virginia
26,Tyrone Britt,Shooting Guard,193,86,1,
27,Wayman Britt,Shooting Guard,188,83,1,North Carolina
28,Mike Brittain,Center,213,106,2,Florida
29,Dave Britton,Point Guard,193,81,1,New York
30,Jon Brockman,Power Forward and Center,201,115,3,Washington
31,Ryan Broekhoff,Shooting Guard and Small Forward,198,97,2,Australia
32,Jim Brogan,Shooting Guard,193,83,2,Pennsylvania
33,Malcolm Brogdon,Point Guard and Shooting Guard,196,103,4,Georgia
34,Gary Brokaw,Shooting Guard,193,80,4,New Jersey
35,Price Brookfield,Forward,193,83,2,Texas
36,Clarence Brookins,Forward,193,86,1,
37,Aaron Brooks,Point Guard,183,73,10,Washington
38,Armoni Brooks,Shooting Guard,190,88,0,Texas
39,Dillon Brooks,Small Forward and Shooting Guard,201,102,3,Canada
40,Kevin Brooks,Small Forward,198,90,3,South Carolina
41,MarShon Brooks,Shooting Guard,196,90,5,New Jersey
42,Michael Brooks,Small Forward,201,99,6,Pennsylvania
43,Scott Brooks,Point Guard,180,74,10,California
44,Andre Brown,Power Forward,206,111,3,Illinois
45,Anthony Brown,Small Forward,201,95,3,California
46,Bob Brown,Forward,193,92,2,Ohio
47,Bobby Brown,Point Guard and Shooting Guard,188,79,4,California
0,Bruce Brown,Point Guard and Shooting Guard,193,91,2,Massachusetts
1,Charlie Brown,Shooting Guard,198,90,1,Pennsylvania
2,Chucky Brown,Small Forward and Power Forward,201,97,13,New York
3,Damone Brown,Small Forward and Power Forward,206,90,4,New York
4,Darrell Brown,Forward,188,79,1,California
5,Dee Brown,Point Guard and Shooting Guard,185,72,12,Florida
6,Dee Brown,Point Guard,183,83,2,Mississippi
7,Derrick Brown,Small Forward,201,102,3,California
8,Devin Brown,Shooting Guard,196,99,8,Utah
9,Ernest Brown,Center,213,110,1,New York
10,Fred Brown,Shooting Guard and Point Guard,190,82,13,Wisconsin
11,George Brown,Forward,198,86,1,
12,Gerald Brown,Shooting Guard,193,95,1,California
13,Harold Brown,Guard,183,70,1,
14,Jabari Brown,Shooting Guard,193,97,1,California
15,Jaylen Brown,Shooting Guard and Small Forward,198,101,4,Georgia
16,John Brown,Small Forward and Power Forward,201,99,7,Germany
17,Kedrick Brown,Small Forward,201,100,4,Louisiana
18,Kwame Brown,Center and Power Forward,211,122,12,South Carolina
19,Larry Brown,Point Guard,175,72,5,New York
20,Leon Brown,Forward,190,86,1,Nebraska
21,Lewis Brown,Center,211,102,1,California
22,Lorenzo Brown,Point Guard,196,85,5,Georgia
23,Marcus Brown,Shooting Guard and Point Guard,190,83,2,Arkansas
24,Markel Brown,Shooting Guard,190,86,3,Louisiana
25,Mike Brown,Center,206,116,12,New Jersey
26,Moses Brown,Center,218,111,1,New York
27,Myron Brown,Point Guard,190,81,1,Pennsylvania
28,P.J. Brown,Power Forward and Center,211,102,15,Michigan
29,Randy Brown,Point Guard,188,86,12,Illinois
30,Raymond Brown,Power Forward,203,99,1,Georgia
31,Rickey Brown,Center,208,97,5,Mississippi
32,Roger Brown,Small Forward,196,92,8,New York
33,Roger Brown,Center,211,102,5,Illinois
34,Shannon Brown,Shooting Guard,193,92,9,Illinois
35,Stan Brown,Forward,190,90,2,Pennsylvania
36,Sterling Brown,Shooting Guard and Small Forward,196,99,3,Illinois
37,Tierre Brown,Point Guard and Shooting Guard,188,85,4,Louisiana
38,Tony Brown,Small Forward and Shooting Guard,198,83,7,Illinois
39,Troy Brown Jr.,Small Forward,198,97,2,Nevada
40,Jim Browne,Center,208,106,2,Illinois
41,Stanley Brundy,Small Forward,198,95,1,Louisiana
42,Brian Brunkhorst,Forward,198,94,1,Wisconsin
43,George Bruns,Point Guard,183,72,1,New York
44,Jalen Brunson,Point Guard,185,86,2,New Jersey
45,Rick Brunson,Point Guard,193,86,9,New York
46,Nicolás Brussino,Shooting Guard and Small Forward,201,88,2,Argentina
47,Elijah Bryant,Shooting Guard,196,95,0,Georgia
0,Em Bryant,Point Guard,185,79,8,Illinois
1,Joe Bryant,Power Forward and Small Forward,206,83,8,Pennsylvania
2,Kobe Bryant,Shooting Guard and Small Forward,198,96,20,Pennsylvania
3,Mark Bryant,Power Forward and Center,206,111,15,New Jersey
4,Thomas Bryant,Center,208,112,3,New York
5,Wallace Bryant,Center,213,111,3,Spain
6,Torgeir Bryn,Center,206,113,1,Norway
7,George Bucci,Shooting Guard,190,90,1,New York
8,Joe Buckhalter,Power Forward,201,95,2,
9,Steve Bucknall,Shooting Guard,198,97,1,United Kingdom
10,Cleveland Buckner,Power Forward,206,95,2,Mississippi
11,Greg Buckner,Shooting Guard and Small Forward,193,95,10,Kentucky
12,Quinn Buckner,Point Guard and Shooting Guard,190,86,10,Illinois
13,Dave Budd,Small Forward,198,92,5,New Jersey
14,Chase Budinger,Small Forward,201,94,7,California
15,Walt Budko,Power Forward,196,99,4,New Jersey
16,Jud Buechler,Small Forward,198,99,12,California
17,Rodney Buford,Small Forward and Shooting Guard,196,85,5,Wisconsin
18,Matt Bullard,Power Forward and Small Forward,208,97,11,Iowa
19,Reggie Bullock,Small Forward and Shooting Guard,198,92,7,Maryland
20,Larry Bunce,Center,213,108,2,Washington
21,Greg Bunch,Small Forward,198,86,1,California
22,Dick Bunt,Point Guard,183,77,1,New York
23,Bill Buntin,Center,201,113,1,Michigan
24,Bill Bunting,Small Forward,203,90,3,North Carolina
25,Ticky Burden,Shooting Guard,188,83,3,Florida
26,Pat Burke,Center,211,113,3,Ireland
27,Trey Burke,Point Guard,183,83,7,Ohio
28,Roger Burkman,Shooting Guard,196,79,1,Indiana
29,Alec Burks,Shooting Guard and Small Forward,198,97,9,Missouri
30,Antonio Burks,Point Guard,185,90,2,Tennessee
31,Kevin Burleson,Point Guard,190,92,1,Washington
32,Tom Burleson,Center,218,102,7,North Carolina
33,Jack Burmaster,Guard,190,86,1,Illinois
34,David Burns,Point Guard,188,81,1,Texas
35,Evers Burns,Power Forward,203,117,1,Maryland
36,Jim Burns,Shooting Guard,190,88,1,
37,Scott Burrell,Small Forward,201,98,8,Connecticut
38,Art Burris,Small Forward,196,99,2,Tennessee
39,Junior Burrough,Power Forward,203,109,1,North Carolina
40,Bob Burrow,Center,201,103,2,Arkansas
41,Deonte Burton,Shooting Guard and Small Forward,193,108,2,Wisconsin
42,Ed Burton,Forward,198,102,2,
43,Willie Burton,Small Forward,203,95,8,Michigan
44,Steve Burtt,Shooting Guard,188,83,4,New York
45,Don Buse,Point Guard and Shooting Guard,193,86,13,Indiana
46,David Bustion,Power Forward,203,97,1,Alabama
47,Donnie Butcher,Point Guard and Shooting Guard,188,90,5,Kentucky
0,Al Butler,Point Guard,188,79,4,Alabama
1,Caron Butler,Small Forward and Shooting Guard,201,103,14,Wisconsin
2,Greg Butler,Center,211,108,3,California
3,Jackie Butler,Center,208,113,3,Mississippi
4,Jimmy Butler,Shooting Guard and Small Forward,201,104,9,Texas
5,Mike Butler,Shooting Guard,188,77,4,Tennessee
6,Mitchell Butler,Shooting Guard,196,95,8,California
7,Rasual Butler,Small Forward and Shooting Guard,201,97,13,Pennsylvania
8,Dwight Buycks,Point Guard,190,86,3,Wisconsin
9,Derrick Byars,Power Forward,201,99,1,Tennessee
10,Andrew Bynum,Center,213,129,8,New Jersey
11,Will Bynum,Point Guard and Shooting Guard,183,83,8,Illinois
12,Walter Byrd,Power Forward,201,92,1,
13,Marty Byrnes,Small Forward,201,97,4,New York
14,Tommy Byrnes,Forward,190,79,5,New Jersey
15,Michael Bytzura,Forward,185,77,1,
16,Žarko Čabarkapa,Power Forward,211,106,3,Serbia
17,Barney Cable,Small Forward and Power Forward,201,79,6,Pennsylvania
18,Bruno Caboclo,Small Forward,206,98,6,Brazil
19,Devontae Cacok,Power Forward and Center,201,108,1,Illinois
20,Jason Caffey,Power Forward,203,115,8,Alabama
21,Michael Cage,Center and Power Forward,206,101,15,Arkansas
22,Gerry Calabrese,Shooting Guard,185,79,2,New Jersey
23,Nick Calathes,Shooting Guard,198,96,2,Florida
24,José Calderón,Point Guard and Shooting Guard,190,90,14,Spain
25,Adrian Caldwell,Power Forward,203,120,6,Texas
26,Jim Caldwell,Center,208,108,2,North Carolina
27,Joe Caldwell,Small Forward and Shooting Guard,196,88,11,Texas
28,Kentavious Caldwell-Pope,Shooting Guard,196,92,7,Georgia
29,Bill Calhoun,Shooting Guard and Small Forward,190,81,7,California
30,Corky Calhoun,Small Forward,201,95,8,Illinois
31,Demetrius Calip,Point Guard,185,74,1,Michigan
32,Tom Callahan,Guard,185,81,1,Connecticut
33,Rick Calloway,Shooting Guard,198,81,1,Ohio
34,Ernie Calverley,Guard,178,65,3,Rhode Island
35,Mack Calvin,Point Guard,183,74,11,Texas
36,Dexter Cambridge,Small Forward,201,101,1,Bahamas
37,Marcus Camby,Center and Power Forward,211,99,17,Connecticut
38,Facundo Campazzo,Point Guard,178,88,0,Argentina
39,Elden Campbell,Power Forward and Center,211,97,15,California
40,Tony Campbell,Small Forward and Shooting Guard,201,97,11,New Jersey
41,Isaiah Canaan,Point Guard and Shooting Guard,183,91,6,Mississippi
42,Vlatko Čančar,Power Forward,203,107,1,Slovenia
43,Devin Cannady,Point Guard,188,83,0,Indiana
44,Larry Cannon,Shooting Guard,193,88,4,Pennsylvania
45,Clint Capela,Center,208,108,6,Switzerland
46,Derrick Caracter,Center,206,124,1,New Jersey
47,Frank Card,Small Forward and Power Forward,201,88,5,Pennsylvania
0,Brian Cardinal,Power Forward and Small Forward,203,111,12,Illinois
1,Vernon Carey Jr.,Center,206,122,0,Florida
2,Howie Carl,Point Guard,175,72,1,Illinois
3,Chet Carlisle,Forward,196,88,1,
4,Geno Carlisle,Shooting Guard,190,81,1,Michigan
5,Rick Carlisle,Shooting Guard,196,95,5,New York
6,Don Carlos,Shooting Guard,196,95,1,Ohio
7,Al Carlson,Center,211,106,1,California
8,Don Carlson,Guard,183,77,4,Minnesota
9,Bob Carney,Shooting Guard,190,77,1,Illinois
10,Rodney Carney,Small Forward and Shooting Guard,201,92,5,Tennessee
11,Bob Carpenter,Forward,196,90,2,Texas
12,Antoine Carr,Power Forward,206,102,16,Oklahoma
13,Austin Carr,Shooting Guard,193,90,10,District of Columbia
14,Chris Carr,Shooting Guard and Small Forward,196,93,6,Missouri
15,Cory Carr,Shooting Guard,190,95,1,Arkansas
16,Kenny Carr,Power Forward,201,99,10,District of Columbia
17,M.L. Carr,Small Forward,198,92,10,North Carolina
18,Darel Carrier,Shooting Guard,190,83,6,Kentucky
19,Bob Carrington,Shooting Guard,198,88,2,Massachusetts
20,DeMarre Carroll,Small Forward,198,97,11,Alabama
21,Joe Barry Carroll,Center,213,102,10,Arkansas
22,Matt Carroll,Shooting Guard,198,96,10,Pennsylvania
23,Jimmy Carruth,Power Forward,208,120,1,Texas
24,Anthony Carter,Point Guard,185,86,13,Wisconsin
25,Butch Carter,Shooting Guard and Small Forward,196,81,6,Ohio
26,Fred Carter,Shooting Guard and Point Guard,190,83,8,Pennsylvania
27,George Carter,Small Forward,193,95,8,New York
28,Howard Carter,Shooting Guard,196,97,2,Louisiana
29,Jake Carter,Forward,193,88,1,Texas
30,Jevon Carter,Point Guard,185,90,2,Illinois
31,Maurice Carter,Shooting Guard,196,95,1,Mississippi
32,Reggie Carter,Shooting Guard,190,79,2,New York
33,Ron Carter,Shooting Guard,196,86,2,Pennsylvania
34,Vince Carter,Shooting Guard,198,99,22,Florida
35,Wendell Carter Jr.,Center,208,122,2,Georgia
36,Michael Carter-Williams,Point Guard and Shooting Guard,196,86,7,Massachusetts
37,Bill Cartwright,Center,216,111,15,California
38,Jay Carty,Power Forward,203,99,1,Missouri
39,Alex Caruso,Point Guard,193,84,3,Texas
40,Cornelius Cash,Power Forward,203,97,1,Mississippi
41,Sam Cash,Power Forward,203,104,1,
42,Sam Cassell,Point Guard,190,83,15,Maryland
43,Omri Casspi,Small Forward and Power Forward,206,102,10,Israel
44,Harvey Catchings,Center and Power Forward,206,98,11,Mississippi
45,Terry Catledge,Power Forward,203,99,8,Mississippi
46,Sid Catlett,Small Forward,198,104,1,District of Columbia
47,Kelvin Cato,Center and Power Forward,211,115,10,Georgia
0,Bobby Cattage,Power Forward,206,113,2,Alabama
1,Willie Cauley-Stein,Center,213,108,5,Kansas
2,Troy Caupain,Point Guard,193,95,1,New York
3,Duane Causwell,Center,213,108,11,New York
4,Tyler Cavanaugh,Power Forward,206,107,2,New York
5,Ron Cavenall,Center,216,104,2,Texas
6,Cedric Ceballos,Small Forward,198,86,11,Hawaii
7,John Celestand,Point Guard,193,80,1,Texas
8,Al Cervi,Point Guard,180,77,4,New York
9,Lionel Chalmers,Point Guard,183,81,1,New York
10,Mario Chalmers,Point Guard,188,86,9,Alaska
11,Bill Chamberlain,Small Forward,198,85,2,
12,Wilt Chamberlain,Center,216,124,14,Pennsylvania
13,Jerry Chambers,Small Forward,196,83,6,District of Columbia
14,Tom Chambers,Power Forward,208,99,16,Utah
15,Mike Champion,Small Forward,208,104,1,Washington
16,Tyson Chandler,Center and Power Forward,213,106,19,California
17,Wilson Chandler,Small Forward,203,106,12,Michigan
18,Don Chaney,Shooting Guard,196,95,12,Louisiana
19,John Chaney,Forward,190,83,1,Louisiana
20,Rex Chapman,Shooting Guard and Point Guard,193,83,12,Kentucky
21,Wayne Chapman,Small Forward,198,86,4,Kentucky
22,Len Chappell,Power Forward,203,108,10,Pennsylvania
23,Ken Charles,Shooting Guard,190,81,5,Trinidad and Tobago
24,Lorenzo Charles,Small Forward,201,102,1,New York
25,Joe Chealey,Point Guard,190,86,2,Florida
26,Calbert Cheaney,Shooting Guard and Small Forward,201,94,13,Indiana
27,Zylan Cheatham,Power Forward,196,99,1,Arizona
28,Maurice Cheeks,Point Guard,185,81,15,Illinois
29,Phil Chenier,Shooting Guard,190,81,10,California
30,Will Cherry,Point Guard,183,83,1,California
31,Derrick Chievous,Small Forward,201,88,3,New York
32,Pete Chilcutt,Power Forward,208,104,9,South Carolina
33,Josh Childress,Small Forward and Shooting Guard,203,95,8,California
34,Randolph Childress,Point Guard,188,85,2,District of Columbia
35,Chris Childs,Point Guard,190,88,9,California
36,Chris Chiozza,Point Guard,180,79,2,Tennessee
37,Leroy Chollet,Forward,188,86,2,Louisiana
38,Jim Chones,Center and Power Forward,211,99,10,Wisconsin
39,Marquese Chriss,Power Forward,206,108,4,California
40,Fred Christ,Guard,193,95,1,New York
41,Cal Christensen,Small Forward,196,95,5,Ohio
42,Bob Christian,Center,208,115,5,
43,Doug Christie,Shooting Guard and Small Forward,198,90,15,Washington
44,Dionte Christmas,Small Forward,196,92,1,Pennsylvania
45,Rakeem Christmas,Power Forward,206,113,2,New Jersey
46,Semaj Christon,Point Guard,190,86,1,Ohio
47,Patrick Christopher,Shooting Guard,196,94,1,California
0,Stephen Chubin,Shooting Guard,188,90,3,New York
1,Robert Churchwell,Shooting Guard,198,88,1,Indiana
2,Archie Clark,Point Guard and Shooting Guard,188,79,10,Arkansas
3,Carlos Clark,Shooting Guard,193,95,2,Tennessee
4,Earl Clark,Power Forward and Small Forward,208,102,6,New Jersey
5,Gary Clark,Small Forward and Power Forward,198,102,2,North Carolina
6,Ian Clark,Shooting Guard,190,79,6,Tennessee
7,Keon Clark,Center and Power Forward,211,99,6,Illinois
8,Richard Clark,Shooting Guard and Point Guard,193,86,2,Ohio
9,Brandon Clarke,Power Forward,203,97,1,Canada
10,Coty Clarke,Small Forward,201,105,1,Tennessee
11,Jordan Clarkson,Shooting Guard and Point Guard,193,87,6,Florida
12,Gian Clavell,Shooting Guard,193,83,1,Puerto Rico
13,Victor Claver,Small Forward,206,101,3,Spain
14,John Clawson,Small Forward,193,90,1,Minnesota
15,Charles Claxton,Center,213,120,1,U.S. Virgin Islands
16,Nicolas Claxton,Center,211,97,1,South Carolina
17,Speedy Claxton,Point Guard,180,75,7,New York
18,Jim Cleamons,Point Guard,190,83,9,North Carolina
19,Mateen Cleaves,Point Guard,188,92,6,Michigan
20,Barry Clemens,Small Forward,198,95,11,Ohio
21,Chris Clemons,Shooting Guard,175,81,1,North Carolina
22,Antonius Cleveland,Shooting Guard,196,88,2,Tennessee
23,Nat Clifton,Power Forward,198,99,8,Arkansas
24,Bill Closs,Small Forward,196,88,3,Texas
25,Keith Closs,Center,221,96,3,Connecticut
26,Paul Cloyd,Guard,188,81,1,Wisconsin
27,Bob Cluggish,Center,208,106,1,Kentucky
28,Ben Clyde,Small Forward,201,89,1,Georgia
29,Amir Coffey,Shooting Guard,201,95,1,Minnesota
30,Richard Coffey,Small Forward,198,96,1,North Carolina
31,Fred Cofield,Point Guard,190,86,2,Michigan
32,John Coker,Center,213,114,3,Washington
33,Norris Cole,Point Guard,188,79,6,Ohio
34,Ben Coleman,Power Forward and Center,206,106,5,Minnesota
35,Derrick Coleman,Power Forward and Center,208,104,15,Alabama
36,E.C. Coleman,Power Forward,203,102,6,Mississippi
37,Jack Coleman,Power Forward,201,88,9,Kentucky
38,Norris Coleman,Small Forward,203,95,1,Florida
39,Bimbo Coles,Point Guard,185,81,14,Virginia
40,Jason Collier,Center,213,117,5,Ohio
41,Art Collins,Shooting Guard,193,83,1,Georgia
42,Don Collins,Small Forward and Shooting Guard,198,86,6,Ohio
43,Doug Collins,Shooting Guard,198,81,8,Illinois
44,James Collins,Shooting Guard,193,88,1,Florida
45,Jarron Collins,Center,211,115,10,California
46,Jason Collins,Center and Power Forward,213,115,13,California
47,Jimmy Collins,Shooting Guard,188,79,2,New York
0,John Collins,Power Forward,206,106,3,Utah
1,Mardy Collins,Shooting Guard,198,99,4,Pennsylvania
2,Sherron Collins,Point Guard,180,92,1,Illinois
3,Zach Collins,Power Forward and Center,211,113,3,Nevada
4,Kyle Collinsworth,Small Forward,198,95,1,Utah
5,Darren Collison,Point Guard,183,79,10,California
6,Nick Collison,Power Forward and Center,208,115,14,Iowa
7,Joe Colone,Forward,196,95,1,Pennsylvania
8,Bonzie Colson,Small Forward,198,101,1,District of Columbia
9,Sean Colson,Point Guard,183,79,1,Pennsylvania
10,Steve Colter,Point Guard,190,74,8,Arizona
11,Glen Combs,Shooting Guard and Point Guard,188,83,7,Kentucky
12,Leroy Combs,Small Forward,203,95,1,Oklahoma
13,John Comeaux,Forward,196,87,1,Louisiana
14,Dallas Comegys,Power Forward,206,92,2,Pennsylvania
15,Larry Comley,Guard,196,95,1,
16,Jeffrey Congdon,Point Guard,185,81,5,Wisconsin
17,Gene Conley,Power Forward,203,102,6,Oklahoma
18,Larry Conley,Shooting Guard,190,79,1,
19,Mike Conley,Point Guard,185,79,13,Arkansas
20,Ed Conlin,Shooting Guard and Small Forward,196,90,7,New York
21,Marty Conlon,Center,208,101,9,New York
22,Pat Connaughton,Shooting Guard,196,94,5,Massachusetts
23,Jimmy Conner,Shooting Guard,193,86,1,Kentucky
24,Lester Conner,Point Guard and Shooting Guard,193,81,12,Tennessee
25,Chuck Connors,Forward,196,86,2,New York
26,Will Conroy,Point Guard and Shooting Guard,188,88,3,Oregon
27,Anthony Cook,Power Forward,206,92,4,California
28,Bert Cook,Shooting Guard,190,83,1,Utah
29,Bobby Cook,Guard,178,70,1,Illinois
30,Brian Cook,Power Forward and Center,206,106,9,Illinois
31,Daequan Cook,Shooting Guard and Small Forward,196,92,6,Ohio
32,Darwin Cook,Point Guard and Shooting Guard,190,83,8,California
33,Jeff Cook,Power Forward,208,97,8,California
34,Norm Cook,Small Forward,203,95,2,Illinois
35,Omar Cook,Point Guard,185,86,2,New York
36,Quinn Cook,Point Guard,185,81,4,District of Columbia
37,Tyler Cook,Small Forward and Power Forward,203,115,1,Missouri
38,Charles Cooke,Shooting Guard,196,88,1,New Jersey
39,David Cooke,Power Forward,203,104,1,California
40,Joe Cooke,Shooting Guard,190,79,1,
41,Jack Cooley,Power Forward and Center,206,117,2,Illinois
42,Chuck Cooper,Small Forward and Power Forward,196,95,6,Pennsylvania
43,Duane Cooper,Point Guard,185,83,2,Michigan
44,Joe Cooper,Center,208,104,3,Texas
45,Michael Cooper,Shooting Guard,196,77,12,California
46,Wayne Cooper,Center and Power Forward,208,99,14,Georgia
47,Tom Copa,Center,208,124,1,Minnesota
0,Chris Copeland,Small Forward and Power Forward,206,108,4,New Jersey
1,Hollis Copeland,Small Forward,198,81,2,New Jersey
2,Lanard Copeland,Shooting Guard,198,86,2,Georgia
3,Tyrone Corbin,Small Forward,198,95,16,South Carolina
4,Chris Corchiani,Point Guard,183,83,3,Florida
5,Ken Corley,Center,196,95,0,Oklahoma
6,Ray Corley,Guard,183,81,3,New York
7,Dave Corzine,Center,211,113,13,Illinois
8,Larry Costello,Point Guard,185,84,12,New York
9,Matt Costello,Center,206,111,1,Michigan
10,Bryce Cotton,Point Guard,185,74,2,Arizona
11,Jack Cotton,Forward,201,90,1,Montana
12,James Cotton,Shooting Guard,196,99,2,California
13,John Coughran,Small Forward,201,102,1,California
14,Mel Counts,Center and Power Forward,213,104,12,Oregon
15,Steve Courtin,Shooting Guard,185,85,1,Pennsylvania
16,Joe Courtney,Power Forward,203,106,4,Mississippi
17,Marcus Cousin,Center,211,111,1,Maryland
18,DeMarcus Cousins,Center,208,122,9,Alabama
19,Bob Cousy,Point Guard,185,79,14,New York
20,Robert Covington,Small Forward,201,94,7,Illinois
21,Dave Cowens,Center and Power Forward,206,104,11,Kentucky
22,Chubby Cox,Shooting Guard,188,81,1,Pennsylvania
23,Johnny Cox,Shooting Guard,193,81,1,Kentucky
24,Wesley Cox,Small Forward,198,97,2,Kentucky
25,Allen Crabbe,Shooting Guard and Small Forward,196,96,7,California
26,Torrey Craig,Small Forward,201,100,3,South Carolina
27,Chris Crawford,Power Forward,206,106,7,Michigan
28,Freddie Crawford,Shooting Guard,193,85,5,New York
29,Jamal Crawford,Shooting Guard and Point Guard,196,83,20,Washington
30,Joe Crawford,Small Forward,196,95,1,Michigan
31,Jordan Crawford,Shooting Guard and Point Guard,193,88,6,Michigan
32,Mitch Creek,Small Forward,196,97,1,Australia
33,Jim Creighton,Small Forward,203,90,1,Montana
34,Ron Crevier,Center,213,106,1,Canada
35,Hal Crisler,Forward,190,97,1,California
36,Joe Crispin,Point Guard,183,83,1,New Jersey
37,Charlie Criss,Point Guard,173,74,8,New York
38,Russell Critchfield,Point Guard,178,68,1,California
39,Winston Crite,Small Forward,201,105,2,California
40,Javaris Crittenton,Shooting Guard and Point Guard,196,90,2,Georgia
41,Dillard Crocker,Power Forward,193,92,4,Tennessee
42,Bobby Croft,Center,208,90,1,Canada
43,Geoff Crompton,Center,211,127,5,North Carolina
44,Terry Crosby,Point Guard,193,88,1,Ohio
45,Austin Croshere,Power Forward,206,106,12,California
46,Jeff Cross,Power Forward,208,108,1,Illinois
47,Pete Cross,Center,206,104,3,
0,Russell Cross,Center,208,97,1,Illinois
1,Chink Crossin,Guard,185,74,3,Pennsylvania
2,John Crotty,Point Guard,185,83,11,New Jersey
3,Bill Crow,Guard,185,81,1,
4,Mark Crow,Small Forward,201,95,1,California
5,Corey Crowder,Small Forward,196,97,2,Georgia
6,Jae Crowder,Small Forward and Power Forward,198,106,8,Georgia
7,Al Cueto,Center,201,104,2,Cuba
8,Jarrett Culver,Shooting Guard,198,88,1,Texas
9,Pat Cummings,Power Forward and Center,206,104,12,Pennsylvania
10,Terry Cummings,Power Forward and Small Forward,206,99,18,Illinois
11,Vonteego Cummings,Point Guard,190,83,3,Georgia
12,Billy Cunningham,Small Forward and Power Forward,198,95,11,New York
13,Dante Cunningham,Power Forward and Small Forward,203,104,10,Maryland
14,Dick Cunningham,Center,208,111,7,Ohio
15,Jared Cunningham,Shooting Guard,193,88,4,California
16,William Cunningham,Center,211,113,2,Georgia
17,Radisav Ćurčić,Center,208,124,1,Serbia
18,Armand Cure,Forward,183,89,1,Massachusetts
19,Earl Cureton,Center and Power Forward,206,95,12,Michigan
20,Bill Curley,Power Forward and Small Forward,206,99,5,Massachusetts
21,Fran Curran,Guard,183,79,2,Illinois
22,Dell Curry,Shooting Guard,193,86,16,Virginia
23,Eddy Curry,Center and Power Forward,213,133,11,Illinois
24,JamesOn Curry,Point Guard,190,86,1,North Carolina
25,Michael Curry,Shooting Guard and Small Forward,196,95,11,Alabama
26,Seth Curry,Point Guard and Shooting Guard,188,83,6,North Carolina
27,Stephen Curry,Point Guard,190,83,11,Ohio
28,Rastko Cvetković,Center,216,117,1,Serbia
29,Mike D'Antoni,Shooting Guard,190,83,4,West Virginia
30,Mike Dabich,Center,213,109,1,Wyoming
31,Ed Dahler,Forward,196,86,1,Illinois
32,Quintin Dailey,Shooting Guard,190,81,10,Maryland
33,Samuel Dalembert,Center,211,115,13,Haiti
34,Howie Dallmar,Forward,193,90,3,California
35,Erick Dampier,Center,211,120,16,Mississippi
36,Louie Dampier,Point Guard,183,77,12,Indiana
37,Bob Dandridge,Small Forward,198,88,13,Virginia
38,Antonio Daniels,Point Guard and Shooting Guard,193,88,13,Ohio
39,Erik Daniels,Small Forward,203,97,1,Ohio
40,Lloyd Daniels,Shooting Guard,201,92,5,New York
41,Marquis Daniels,Shooting Guard and Small Forward,198,90,10,Florida
42,Mel Daniels,Center,206,99,9,Michigan
43,Troy Daniels,Shooting Guard,193,90,7,Virginia
44,Sasha Danilović,Shooting Guard,196,90,2,Bosnia and Herzegovina
45,Adrian Dantley,Small Forward,196,94,15,District of Columbia
46,Pete Darcey,Center,201,98,1,Oklahoma
47,Jimmy Darden,Guard,185,77,1,Wyoming
0,Ollie Darden,Power Forward,201,106,3,Mississippi
1,Yinka Dare,Center,213,120,4,Nigeria
2,Jesse Dark,Shooting Guard,196,95,1,Virginia
3,Nate Darling,Shooting Guard,198,90,0,Canada
4,Rick Darnell,Center,208,97,1,
5,Jimmy Darrow,Guard,178,77,1,Ohio
6,Gigi Datome,Small Forward,203,97,2,Italy
7,Brad Daugherty,Center,213,111,8,North Carolina
8,Mack Daughtry,Guard,190,79,1,United States
9,Kornél Dávid,Small Forward,206,106,3,Hungary
10,Jermareo Davidson,Small Forward,208,104,2,Georgia
11,Bob Davies,Point Guard,185,79,7,Pennsylvania
12,Brandon Davies,Power Forward,208,108,2,Pennsylvania
13,Anthony Davis,Power Forward and Center,208,114,8,Illinois
14,Antonio Davis,Power Forward and Center,206,97,13,California
15,Aubrey Davis,Guard,188,79,1,Oklahoma
16,Baron Davis,Point Guard,190,94,13,California
17,Ben Davis,Power Forward,206,108,4,Florida
18,Bill Davis,Forward,190,97,1,Wisconsin
19,Bob Davis,Small Forward,201,97,1,
20,Brad Davis,Point Guard,190,81,15,Pennsylvania
21,Brian Davis,Small Forward,201,90,1,New Jersey
22,Charles Davis,Small Forward,201,97,8,Tennessee
23,Charlie Davis,Shooting Guard,188,72,3,New York
24,Dale Davis,Center and Power Forward,211,104,16,Georgia
25,Deyonta Davis,Center,211,107,3,Michigan
26,Dwight Davis,Power Forward,203,99,5,Texas
